"ID","Sex","Horn","BirthYear","BirthMonth","BirthDay","BirthWt","MumID","Twin","MumAge","dominance"
2453,"M","N",1991,4,14,NA,1226,1,7,0.473377498692996
2454,"M","N",1991,4,14,NA,1226,1,7,0.692441562581333
2468,"M","N",1991,4,3,2.4000001,1835,0,4,0.57
2470,"F","N",1991,4,6,1.79999995,2245,0,1,0.39
2471,"F","P",1991,4,8,2.9000001,425,0,12,0.93
2473,"M","N",1991,4,8,2,1879,1,4,0.59
2474,"F","N",1991,4,8,1.89999998,1879,1,4,0.51
2476,"F","P",1991,4,8,2.70000005,2176,0,2,0.28
2477,"M","N",1991,4,11,2.4000001,1264,0,7,0.81
2478,"F","P",1991,4,13,2,2165,0,2,0.49
2479,"F","N",1991,4,10,2,904,0,9,0.75
2482,"F","P",1991,4,10,2.4000001,577,1,11,0.9
2483,"F","P",1991,4,10,2.0999999,577,1,11,0.93
2485,"F","N",1991,4,9,1.5,1288,1,7,0.73
2486,"M","N",1991,4,9,2.9000001,1288,1,7,0.68
2487,"F","P",1991,4,11,1.39999998,2128,0,2,0.61
2488,"F","S",1991,4,12,1.79999995,2273,0,1,0.34
2489,"F","P",1991,4,11,1.39999998,2146,1,2,0.39
2490,"M","N",1991,4,11,1.5,2146,1,2,0.47
2493,"F","S",1991,4,12,2.5999999,755,0,10,0.95
2494,"M","N",1991,4,12,2.5,2066,0,3,0.59
2496,"M","N",1991,4,13,1.5,2363,0,1,0.49
2497,"M","N",1991,4,14,3.0999999,1097,0,8,0.88
2498,"F","N",1991,4,13,1.60000002,1825,1,4,0.41
2499,"F","N",1991,4,13,1.39999998,1825,1,4,0.88
2500,"M","N",1991,4,15,1.5,2361,0,1,0.4
2502,"M","S",1991,4,15,2.29999995,1899,1,4,0.42
2503,"F","P",1991,4,15,2.20000005,1899,1,4,0.61
2504,"F","S",1991,4,14,2,2143,0,2,0.35
2506,"M","N",1991,4,14,2.4000001,1098,0,8,0.58
2507,"M","N",1991,4,16,2.5999999,1662,0,5,0.75
2508,"M","S",1991,4,16,1.29999995,2291,0,1,0.57
2509,"F","N",1991,4,15,2.20000005,1101,1,8,0.74
2510,"M","N",1991,4,15,2.0999999,1101,1,8,0.69
2511,"F","N",1991,4,17,1.89999998,1242,1,7,0.87
2512,"M","N",1991,4,17,2.29999995,1242,1,7,0.91
2513,"F","S",1991,4,17,1.60000002,2164,1,2,0.42
2514,"M","N",1991,4,17,1.89999998,2164,1,2,0.22
2515,"F","S",1991,4,17,1.89999998,1082,1,8,0.78
2516,"M","N",1991,4,17,1.89999998,1082,1,8,0.6
2517,"F","P",1991,4,16,1.29999995,2341,0,1,0.52
2518,"F","P",1991,4,14,3.29999995,2178,0,2,0.24
2519,"F","P",1991,4,16,2,2172,0,2,0.39
2520,"M","N",1991,4,17,1.29999995,2278,0,1,0.18
2521,"M","S",1991,4,16,3.20000005,1741,0,4,0.42
2522,"F","S",1991,4,17,2.79999995,1259,0,7,0.56
2523,"F","S",1991,4,17,2.20000005,1090,1,8,0.76
2524,"F","N",1991,4,17,2.20000005,1090,1,8,0.86
2525,"F","P",1991,4,17,2.70000005,1665,0,5,0.52
2526,"F","P",1991,4,17,2.4000001,1106,0,8,0.83
2528,"F","N",1991,4,14,2.5999999,906,1,9,0.94
2529,"F","N",1991,4,14,3,906,1,9,0.92
2530,"M","N",1991,4,18,2.4000001,1664,1,5,0.61
2531,"M","N",1991,4,18,2.20000005,1664,1,5,0.68
2532,"F","S",1991,4,20,1.5,1757,1,4,0.52
2533,"F","P",1991,4,20,1.79999995,1757,1,4,0.44
2534,"M","N",1991,4,19,2.5,1887,1,4,0.47
2535,"F","S",1991,4,19,2.20000005,1887,1,4,0.69
2536,"F","N",1991,4,9,3.70000005,910,0,9,0.87
2537,"F","N",1991,4,13,3.29999995,2275,0,1,0.19
2538,"F","S",1991,4,19,2.29999995,2168,0,2,0.36
2539,"M","N",1991,4,19,2.29999995,2075,0,3,0.33
2540,"F","N",1991,4,19,1.5,2272,0,1,0.36
2541,"F","S",1991,4,20,2.4000001,2076,0,3,0.57
2542,"F","P",1991,4,19,2.79999995,2177,0,2,0.38
2543,"M","N",1991,4,20,1.5,1095,1,8,0.73
2544,"M","N",1991,4,20,1.89999998,1095,1,8,0.9
2545,"F","S",1991,4,21,1.89999998,1769,1,4,0.75
2546,"F","P",1991,4,21,2.70000005,1769,1,4,0.47
2548,"F","S",1991,4,19,3.29999995,1073,0,8,0.9
2550,"M","N",1991,4,22,2.20000005,2167,0,2,0.37
2551,"F","P",1991,4,20,2.70000005,1255,1,7,0.6
2552,"F","N",1991,4,20,2,1255,1,7,0.5
2553,"M","N",1991,4,20,2.5999999,1251,1,7,0.67
2554,"F","N",1991,4,20,2.0999999,1251,1,7,0.83
2555,"M","N",1991,4,20,2.20000005,2214,0,2,0.58
2557,"F","P",1991,4,23,1.60000002,2353,0,1,0.55
2558,"M","N",1991,4,22,2.4000001,1109,1,8,0.81
2559,"M","N",1991,4,22,1.89999998,1109,1,8,0.61
2560,"F","S",1991,4,20,3.4000001,1262,0,7,0.7
2561,"M","N",1991,4,18,3.9000001,1289,0,7,0.83
2562,"M","N",1991,4,23,2.29999995,1877,1,4,0.36
2563,"M","N",1991,4,23,2.0999999,1877,1,4,0.56
2564,"M","N",1991,4,22,1.39999998,2366,0,1,0.23
2565,"M","N",1991,4,22,2.29999995,1263,0,7,0.73
2566,"F","N",1991,4,22,2.79999995,1660,0,5,0.78
2570,"F","S",1991,4,24,2.5,1820,1,4,0.75
2572,"F","P",1991,4,23,1.29999995,2374,0,1,0.55
2575,"M","N",1991,4,25,3,1078,0,8,0.92
2576,"M","N",1991,4,16,3.70000005,2154,0,2,0.31
2577,"F","P",1991,4,24,3.20000005,1834,0,4,0.74
2578,"M","N",1991,4,24,3.20000005,1880,0,4,0.55
2579,"M","N",1991,4,25,2.79999995,2064,0,3,0.43
2580,"F","P",1991,4,24,3.29999995,1649,0,5,0.67
2581,"M","N",1991,4,26,2.20000005,1554,0,6,0.54
2583,"M","N",1991,4,23,3.70000005,2175,0,2,0.32
2585,"F","N",1991,4,26,3.70000005,1079,0,8,0.87
2587,"M","N",1991,4,26,2.9000001,1252,0,7,0.68
2588,"F","P",1991,4,28,1.60000002,2262,0,1,0.56
2589,"F","N",1991,4,27,1.70000005,2315,0,1,0.25
2592,"M","S",1991,4,29,2.4000001,751,0,10,0.91
2595,"F","P",1991,7,30,3.20000005,1876,0,4,0.67
2596,"F","S",1991,4,26,NA,1784,0,4,0.678049993284352
2600,"M","N",1991,4,24,2.20000005,2073,1,3,0.58
2601,"M","N",1991,4,21,3.20000005,1885,0,4,0.76
2611,"F","N",1991,4,23,1.89999998,2295,0,1,0.27
2621,"M","N",1991,4,24,NA,1258,0,7,0.746356194214625
2626,"F","S",1991,4,22,2.29999995,2120,0,2,0.46
2627,"F","S",1991,4,13,4,905,0,9,0.7
2650,"F","P",1991,4,20,NA,2071,0,3,0.724392887915004
2656,"F","S",1992,4,4,1.79999995,1225,0,8,0.7
2657,"M","N",1992,4,6,1.5,2245,0,2,0.58
2660,"M","N",1992,4,8,1.70000005,2349,0,2,0.52
2661,"M","S",1992,4,10,2.4000001,2178,0,3,0.43
2662,"F","S",1992,4,10,1.79999995,2323,0,2,0.42
2663,"F","N",1992,4,10,1.60000002,2375,0,2,0.5
2665,"F","P",1992,4,11,1.70000005,2146,0,3,0.29
2668,"M","N",1992,4,12,1.70000005,2262,0,2,0.62
2669,"M","N",1992,4,12,2.9000001,1741,0,5,0.72
2672,"F","N",1992,4,14,2.0999999,577,0,12,0.92
2673,"M","S",1992,4,16,2.29999995,1757,0,5,0.73
2674,"M","N",1992,4,19,2.20000005,1242,0,8,0.9
2678,"F","S",1992,4,15,1.89999998,2164,1,3,0.52
2679,"M","N",1992,4,17,1.5,1259,1,8,0.8
2682,"F","N",1992,4,17,2.29999995,1073,1,9,0.76
2686,"F","S",1992,4,18,2,2075,0,4,0.35
2687,"F","S",1992,4,17,1.70000005,1256,1,8,0.92
2689,"F","P",1992,4,19,2.70000005,905,0,10,0.86
2690,"M","N",1992,4,18,1.60000002,2363,0,2,0.7
2692,"F","S",1992,4,18,2.5,1080,0,9,0.78
2693,"F","P",1992,4,20,1.20000005,2353,0,2,0.64
2695,"F","N",1992,4,20,1.5,2364,0,2,0.67
2696,"F","N",1992,4,20,2,1887,0,5,0.51
2697,"M","N",1992,4,21,2.20000005,1258,0,8,0.83
2698,"F","N",1992,4,20,3,1885,0,5,0.69
2699,"F","S",1992,4,20,2.5,1662,0,6,0.78
2700,"M","S",1992,4,21,2.70000005,1072,0,9,0.88
2703,"M","N",1992,4,21,2.9000001,1665,0,6,0.83
2704,"M","N",1992,4,21,2.5,910,0,10,0.93
2705,"M","N",1992,4,21,3,1255,0,8,0.88
2710,"M","N",1992,4,22,2.9000001,1880,0,5,0.41
2711,"F","N",1992,4,22,2.0999999,1825,0,5,0.37
2712,"F","S",1992,4,22,2.79999995,1663,0,6,0.8
2713,"F","N",1992,4,22,2.9000001,1288,0,8,0.84
2714,"F","S",1992,4,23,2.0999999,2337,0,2,0.42
2715,"M","N",1992,4,24,3.0999999,1251,0,8,0.92
2716,"M","N",1992,4,23,3.20000005,1244,0,8,0.9
2718,"F","S",1992,4,24,1.70000005,2167,0,3,0.49
2720,"M","N",1992,4,25,2.9000001,1821,0,5,0.7
2721,"F","P",1992,4,26,2.0999999,2069,0,4,0.69
2723,"F","S",1992,4,23,2.4000001,2076,0,4,0.68
2724,"M","S",1992,4,21,2.20000005,2177,0,3,0.64
2725,"M","S",1992,5,2,2.0999999,1246,1,8,0.62
2726,"F","N",1992,5,2,1.79999995,1246,1,8,0.79
2729,"M","N",1992,5,3,2.5,2168,0,3,0.54
2730,"M","N",1992,5,6,1.79999995,2292,0,2,0.4
2731,"F","P",1992,5,9,2.9000001,1876,0,5,0.34
2733,"M","N",1992,5,8,1.70000005,1877,1,5,0.57
2739,"M","N",1992,4,22,2.0999999,2073,1,4,0.41
2741,"F","S",1992,4,17,1.89999998,1664,1,6,0.49
2747,"F","N",1992,4,22,1.20000005,2073,1,4,0.62
2748,"M","N",1992,4,21,2.5,1089,0,9,0.88
2749,"F","S",1992,4,15,2,2164,1,3,0.81
2750,"F","N",1992,4,22,2.70000005,1660,0,6,0.61
2751,"F","N",1992,4,15,2.20000005,2066,0,4,0.65
2752,"M","S",1992,5,8,1.60000002,1877,1,5,0.8
2753,"M","N",1992,4,19,2.5,1226,0,8,0.88
2755,"F","N",1992,4,23,1.70000005,1820,1,5,0.64
2758,"F","S",1992,4,13,2,415,0,13,0.95
2759,"F","S",1992,4,21,2,2071,0,4,0.53
2839,"F","P",1993,4,27,NA,2223,0,3,0.520943960505279
2844,"F","S",1993,4,5,2.20000005,2414,0,2,0.38
2846,"F","P",1993,4,10,1.79999995,2431,0,2,0.42
2847,"M","N",1993,4,10,3.20000005,2379,0,3,0.44
2848,"M","N",1993,4,10,3.0999999,2176,0,4,0.48
2849,"M","N",1993,4,13,1.79999995,2443,0,2,0.31
2852,"F","N",1993,4,14,1.89999998,1098,0,10,0.87
2853,"M","N",1993,4,14,2.5999999,2260,0,3,0.36
2854,"M","N",1993,4,15,1.60000002,2356,1,3,0.64
2855,"F","N",1993,4,15,1.79999995,2356,1,3,0.65
2856,"F","N",1993,4,15,2.29999995,2364,0,3,0.46
2858,"F","P",1993,4,15,2.0999999,2164,1,4,0.45
2859,"F","N",1993,4,15,2.79999995,2363,0,3,0.36
2860,"M","N",1993,4,15,2.0999999,1246,1,9,0.86
2861,"F","P",1993,4,15,1.60000002,1246,1,9,0.79
2862,"M","N",1993,4,16,2,2569,0,2,0.43
2863,"M","S",1993,4,15,2.79999995,2146,0,4,0.58
2864,"M","N",1993,4,15,2.70000005,2479,0,2,0.4
2869,"M","N",1993,4,16,2.9000001,2409,0,2,0.62
2870,"M","N",1993,4,16,3.20000005,2172,0,4,0.53
2871,"F","N",1993,4,16,2.20000005,2549,0,2,0.43
2872,"F","P",1993,4,16,1.60000002,1103,1,10,0.84
2873,"F","P",1993,4,16,2,1103,1,10,0.9
2874,"M","N",1993,4,16,3.0999999,2163,0,4,0.46
2875,"F","S",1993,4,16,1.79999995,577,1,13,0.94
2876,"F","P",1993,4,16,1.70000005,577,1,13,0.75
2879,"M","N",1993,4,16,2.20000005,1741,1,6,0.69
2881,"F","S",1993,4,16,2.4000001,2462,0,2,0.17
2882,"F","N",1993,4,16,2.9000001,2066,0,5,0.64
2883,"F","P",1993,4,17,3.4000001,1891,0,6,0.87
2884,"F","P",1993,4,19,3.29999995,1097,0,10,0.86
2885,"F","S",1993,4,19,2.29999995,2170,0,4,0.65
2886,"F","N",1993,4,18,2.9000001,2353,0,3,0.4
2887,"F","N",1993,4,16,1.79999995,2262,1,3,0.48
2888,"F","P",1993,4,16,1.60000002,2262,1,3,0.81
2890,"M","N",1993,4,17,2,2627,0,1,0.67
2891,"F","S",1993,4,17,1.5,1552,1,8,0.72
2892,"M","N",1993,4,17,1.70000005,1552,1,8,0.67
2893,"F","N",1993,4,17,NA,1255,0,9,0.743230335468453
2894,"F","S",1993,4,17,3.29999995,1664,0,7,0.64
2895,"F","N",1993,4,17,3.9000001,1073,0,10,0.98
2896,"F","N",1993,4,17,2.0999999,1825,1,6,0.81
2897,"F","N",1993,4,17,2.20000005,1825,1,6,0.71
2898,"F","N",1993,4,17,2.20000005,2236,0,3,0.4
2899,"F","N",1993,4,17,2.5999999,2165,0,4,0.64
2900,"M","N",1993,4,17,1.70000005,2323,1,3,0.31
2901,"F","N",1993,4,17,2,2323,1,3,0.21
2903,"M","N",1993,4,18,3.5,2366,0,3,0.27
2904,"M","N",1993,4,19,1.60000002,2643,0,1,0.3
2905,"F","S",1993,4,18,3.0999999,2572,0,2,0.29
2906,"F","N",1993,4,20,2.4000001,2341,0,3,0.57
2907,"F","N",1993,4,18,2.79999995,2349,0,3,0.8
2908,"M","N",1993,4,18,2.9000001,1256,0,9,0.84
2909,"M","N",1993,4,19,2.29999995,1899,1,6,0.68
2910,"M","N",1993,4,19,2.70000005,1899,1,6,0.7
2911,"F","P",1993,4,16,2.20000005,1887,1,6,0.78
2912,"F","P",1993,4,20,2.0999999,2375,0,3,0.5
2913,"F","S",1993,4,19,3,1259,0,9,0.93
2916,"M","S",1993,4,19,2.79999995,2374,0,3,0.7
2918,"F","N",1993,4,20,1.70000005,2214,1,4,0.79
2919,"F","P",1993,4,20,2,2214,1,4,0.46
2921,"M","N",1993,4,20,1.79999995,2368,1,3,0.55
2922,"F","N",1993,4,20,1.39999998,2368,1,3,0.51
2925,"F","S",1993,4,21,2.70000005,2167,0,4,0.5
2927,"M","N",1993,4,18,1.70000005,2706,0,1,0.28
2928,"M","N",1993,4,21,2.5999999,1663,1,7,0.88
2929,"F","N",1993,4,21,2.0999999,1663,1,7,0.58
2930,"M","S",1993,4,20,3.70000005,1757,0,6,0.66
2931,"F","N",1993,4,21,2.79999995,2337,0,3,0.44
2932,"M","N",1993,4,22,3.20000005,2168,0,4,0.79
2934,"F","P",1993,4,20,2.20000005,2465,0,2,0.34
2936,"M","N",1993,4,22,2.29999995,1820,1,6,0.82
2937,"F","P",1993,4,20,3,2177,0,4,0.47
2938,"M","S",1993,4,21,2.0999999,2069,1,5,0.73
2939,"F","P",1993,4,21,1.79999995,2069,1,5,0.74
2940,"M","N",1993,4,21,2.70000005,1660,1,7,0.71
2941,"F","N",1993,4,21,2.5,1660,1,7,0.92
2942,"F","N",1993,4,22,2.20000005,1101,1,10,0.85
2943,"F","P",1993,4,22,2.20000005,1101,1,10,0.94
2944,"F","S",1993,4,22,3.20000005,1665,0,7,0.78
2945,"F","N",1993,4,22,2.20000005,1242,1,9,0.74
2946,"M","N",1993,4,22,2.5,1242,1,9,0.78
2947,"F","P",1993,4,22,2.9000001,2075,0,5,0.66
2948,"F","N",1993,4,22,2.5,1882,1,6,0.75
2949,"F","N",1993,4,22,1.79999995,1882,1,6,0.8
2950,"F","N",1993,4,20,2.29999995,1262,1,9,0.89
2951,"F","N",1993,4,20,2.79999995,1262,1,9,0.83
2952,"F","S",1993,4,21,1.5,2607,0,1,0.13
2954,"M","N",1993,4,19,2.5,2376,1,3,0.5
2955,"F","N",1993,4,22,2,2339,0,3,0.55
2956,"M","N",1993,4,23,2.70000005,2532,0,2,0.5
2957,"M","N",1993,4,23,2.20000005,2647,0,1,0.45
2958,"F","N",1993,4,22,2.79999995,2278,0,3,0.49
2961,"F","P",1993,4,24,2.9000001,2536,0,2,0.43
2962,"M","N",1993,4,24,3,1880,0,6,0.58
2964,"F","N",1993,4,24,2.4000001,1288,1,9,0.92
2965,"M","N",1993,4,24,2.5,1288,1,9,0.91
2967,"M","N",1993,4,24,2.70000005,2534,0,2,0.47
2968,"F","P",1993,4,25,2.0999999,1554,1,8,0.72
2969,"M","N",1993,4,25,2.4000001,1554,1,8,0.87
2970,"F","P",1993,4,25,1.70000005,2686,0,1,0.78
2971,"M","N",1993,4,25,1.60000002,2663,0,1,0.4
2972,"M","N",1993,4,25,2.0999999,1877,1,6,0.64
2974,"F","P",1993,4,26,1.89999998,2447,0,2,0.25
2975,"M","N",1993,4,24,3.70000005,1244,0,9,0.93
2978,"F","P",1993,4,25,2.20000005,1079,1,10,0.85
2981,"M","N",1993,4,27,3.4000001,1649,0,7,0.82
2982,"F","N",1993,4,27,2,1109,1,10,0.93
2983,"F","P",1993,4,27,2.29999995,1109,1,10,0.95
2984,"M","N",1993,4,25,2.5,2073,1,5,0.78
2985,"M","N",1993,4,26,2.9000001,1784,0,6,0.58
2986,"M","N",1993,4,28,2.70000005,2292,0,3,0.43
2987,"M","S",1993,4,28,2.9000001,1834,0,6,0.71
2989,"F","N",1993,4,24,1.5,2641,0,1,0.6
2990,"F","P",1993,5,1,1.39999998,2608,0,1,0.48
2993,"F","N",1993,4,15,2.4000001,2351,0,3,0.24
3006,"F","P",1993,4,20,2.5,2071,0,5,0.62
3009,"M","S",1993,4,19,2.9000001,2365,0,3,0.48
3011,"F","S",1993,4,25,2.9000001,2073,1,5,0.48
3048,"M","N",1994,4,3,1.89999998,2414,0,3,0.65
3049,"F","P",1994,4,4,2.0999999,2176,0,5,0.64
3050,"F","N",1994,4,9,1.5,2443,0,3,0.2
3052,"M","N",1994,4,8,1.70000005,2360,0,4,0.42
3053,"F","N",1994,3,29,2.79999995,2275,0,4,0.45
3054,"F","N",1994,4,9,1.89999998,2627,0,2,0.44
3055,"F","S",1994,4,9,1.89999998,2431,0,3,0.43
3056,"F","S",1994,4,11,1.89999998,2245,0,4,0.58
3059,"F","P",1994,4,12,2.70000005,2363,0,4,0.26
3060,"M","N",1994,4,12,2.70000005,2364,0,4,0.37
3061,"F","N",1994,4,12,2.29999995,1825,0,7,0.54
3062,"F","P",1994,4,13,1.79999995,2401,0,3,0.44
3063,"M","N",1994,4,13,3,1741,0,7,0.82
3064,"F","P",1994,4,13,2.4000001,2066,0,6,0.84
3065,"F","P",1994,4,13,1.70000005,2676,0,2,0.42
3066,"M","S",1994,4,13,1.79999995,2607,0,2,0.52
3067,"F","P",1994,4,13,2.4000001,2353,0,4,0.42
3069,"F","N",1994,4,13,2,2341,0,4,0.73
3070,"M","N",1994,4,13,2.79999995,2479,0,3,0.38
3071,"F","P",1994,4,14,2.29999995,2465,0,3,0.49
3072,"M","N",1994,4,14,1.5,2362,0,4,0.43
3073,"M","S",1994,4,14,2.0999999,2165,0,5,0.4
3074,"F","S",1994,4,15,2.29999995,2260,0,4,0.67
3075,"M","N",1994,4,15,2.29999995,2361,0,4,0.63
3076,"F","P",1994,4,15,2.4000001,2409,0,3,0.25
3077,"M","S",1994,4,15,2.70000005,2172,0,5,0.69
3078,"F","P",1994,4,15,2.0999999,2167,0,5,0.61
3079,"F","P",1994,4,14,2.0999999,2460,0,3,0.45
3080,"F","N",1994,4,14,2.5999999,2337,0,4,0.5
3083,"M","N",1994,4,15,2.5999999,2572,0,3,0.6
3084,"M","N",1994,4,16,2.9000001,1664,0,8,0.8
3085,"F","N",1994,4,16,2.79999995,2163,0,5,0.77
3086,"F","N",1994,4,16,2,2637,0,2,0.4
3089,"M","N",1994,4,16,3,2177,0,5,0.66
3091,"F","P",1994,4,15,1.70000005,2356,1,4,0.76
3092,"M","S",1994,4,16,1.60000002,1757,1,7,0.74
3093,"M","N",1994,4,16,1.5,1757,1,7,0.48
3094,"F","P",1994,4,17,1.60000002,1259,0,10,0.55
3096,"M","N",1994,4,16,1.79999995,2262,1,4,0.77
3097,"F","P",1994,4,16,1.29999995,2262,1,4,0.44
3098,"F","P",1994,4,17,2.0999999,2688,0,2,0.51
3099,"F","P",1994,4,17,2.20000005,2549,0,3,0.46
3100,"F","P",1994,4,17,2.5,1255,0,10,0.92
3101,"F","P",1994,4,17,2.9000001,1899,0,7,0.85
3102,"M","S",1994,4,17,2.5999999,2462,0,3,0.59
3106,"F","P",1994,4,18,1.89999998,2421,0,3,0.41
3107,"F","P",1994,4,17,2.5,2359,0,4,0.48
3108,"M","N",1994,4,17,3.0999999,2168,0,5,0.68
3109,"F","P",1994,4,18,1.70000005,2644,0,2,0.52
